Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_004134	0.00	0.00	4.84	0.00	18.88	26.96	21.42	0.00	16.95	0.00
PV1_004135	400.99	171.91	188.86	186.01	220.23	315.83	267.70	330.31	305.06	220.41
PV1_004136	243.02	343.82	188.86	310.02	276.86	211.83	278.41	421.43	288.11	498.55
PV1_004137	24.30	21.49	14.53	41.34	69.21	77.03	42.83	85.43	42.37	31.49
PV1_004138	72.91	85.95	33.90	41.34	62.92	61.62	32.12	56.95	76.27	83.97
PV1_004139	0.00	0.00	19.37	0.00	0.00	34.66	0.00	0.00	0.00	0.00
PV1_004140	0.00	0.00	19.37	0.00	0.00	15.41	10.71	0.00	8.47	0.00
PV1_004141	0.00	42.98	62.95	0.00	6.29	73.18	10.71	0.00	33.90	20.99
PV1_004142	24.30	21.49	33.90	41.34	31.46	61.62	42.83	11.39	25.42	20.99
PV1_004143	0.00	21.49	9.69	0.00	0.00	23.11	10.71	0.00	8.47	0.00
PV1_004144	36.45	21.49	121.07	0.00	50.34	42.37	117.79	34.17	16.95	36.74
PV1_004145	230.87	171.91	58.11	165.34	37.75	96.29	182.04	125.29	161.00	251.90
PV1_004146	48.60	85.95	29.06	62.00	50.34	34.66	21.42	51.26	50.84	47.23
PV1_004147	12.15	21.49	24.21	20.67	12.58	19.26	10.71	5.70	25.42	5.25
PV1_004148	85.06	64.47	38.74	41.34	100.68	50.07	64.25	182.24	50.84	110.21
PV1_004149	72.91	64.47	19.37	82.67	62.92	57.77	10.71	102.51	127.11	57.73
PV1_004150	0.00	0.00	14.53	0.00	6.29	30.81	10.71	11.39	16.95	0.00
PV1_004151	182.27	64.47	203.39	310.02	157.31	165.62	289.12	216.41	203.37	225.66
PV1_004152	85.06	21.49	43.58	124.01	62.92	73.18	53.54	96.82	33.90	52.48
PV1_004153	121.51	150.42	53.27	103.34	151.01	50.07	53.54	74.04	59.32	146.94
PV1_004154	0.00	0.00	19.37	0.00	50.34	30.81	10.71	5.70	16.95	10.50
PV1_004155	0.00	0.00	4.84	0.00	12.58	11.55	10.71	5.70	0.00	0.00
PV1_004156	0.00	0.00	9.69	0.00	12.58	23.11	10.71	0.00	0.00	0.00
PV1_004157	12.15	0.00	87.17	20.67	44.05	57.77	32.12	11.39	0.00	0.00
PV1_004158	12.15	0.00	43.58	0.00	18.88	42.37	21.42	0.00	25.42	20.99
PV1_004159	0.00	42.98	14.53	41.34	18.88	53.92	10.71	22.78	8.47	5.25
PV1_004160	97.21	21.49	53.27	144.68	100.68	42.37	64.25	68.34	59.32	115.45
PV1_004161	0.00	21.49	53.27	20.67	25.17	107.84	0.00	17.09	0.00	0.00
PV1_004162	24.30	0.00	19.37	20.67	6.29	30.81	42.83	0.00	8.47	0.00
PV1_004163	157.96	128.93	82.32	186.01	119.55	65.48	171.33	125.29	220.32	167.93
PV1_004164	121.51	0.00	33.90	62.00	94.38	50.07	21.42	91.12	67.79	157.44
PV1_004165	12.15	0.00	48.43	0.00	37.75	57.77	32.12	28.48	67.79	15.74
PV1_004166	24.30	0.00	14.53	0.00	6.29	26.96	0.00	0.00	0.00	10.50
PV1_004167	0.00	0.00	38.74	0.00	25.17	100.14	10.71	28.48	33.90	0.00
PV1_004168	60.76	64.47	121.07	41.34	62.92	254.20	117.79	11.39	42.37	5.25
PV1_004169	24.30	0.00	29.06	20.67	25.17	19.26	32.12	62.65	25.42	41.98
PV1_004170	0.00	0.00	4.84	0.00	0.00	0.00	0.00	17.09	8.47	0.00
PV1_004171	109.36	150.42	154.96	124.01	232.81	77.03	85.67	125.29	203.37	225.66
PV1_004172	0.00	21.49	48.43	20.67	0.00	38.52	21.42	28.48	42.37	0.00
PV1_004173	12.15	0.00	4.84	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_004174	12.15	0.00	58.11	0.00	69.21	73.18	74.96	5.70	25.42	0.00
PV1_004175	0.00	0.00	33.90	0.00	0.00	23.11	32.12	0.00	16.95	0.00
PV1_004176	85.06	107.44	92.01	62.00	75.51	84.73	74.96	51.26	76.27	131.20
PV1_004177	60.76	64.47	29.06	41.34	25.17	38.52	21.42	79.73	33.90	52.48
PV1_004178	36.45	21.49	24.21	41.34	12.58	15.41	32.12	45.56	42.37	0.00
PV1_004179	121.51	85.95	33.90	41.34	50.34	50.07	53.54	85.43	42.37	47.23
PV1_004180	36.45	150.42	24.21	62.00	44.05	7.70	32.12	28.48	8.47	41.98
PV1_004181	12.15	0.00	9.69	82.67	6.29	3.85	10.71	17.09	25.42	36.74
PV1_004182	0.00	0.00	0.00	0.00	6.29	3.85	10.71	0.00	0.00	0.00
PV1_004183	133.66	107.44	140.44	124.01	119.55	88.59	139.21	159.46	93.21	131.20
PV1_004184	157.96	128.93	62.95	227.35	113.26	69.33	64.25	227.80	135.58	257.15
PV1_004185	0.00	21.49	24.21	0.00	0.00	46.22	0.00	11.39	59.32	26.24
PV1_004186	12.15	21.49	62.95	20.67	25.17	138.66	42.83	11.39	16.95	0.00
PV1_004187	0.00	0.00	48.43	0.00	25.17	123.25	21.42	5.70	0.00	0.00
PV1_004188	97.21	408.29	232.45	41.34	635.52	173.32	171.33	91.12	93.21	31.49
PV1_004189	0.00	0.00	14.53	20.67	6.29	7.70	21.42	0.00	0.00	10.50
PV1_004190	0.00	0.00	58.11	20.67	18.88	19.26	0.00	0.00	16.95	0.00
PV1_004191	24.30	21.49	24.21	20.67	31.46	23.11	0.00	17.09	16.95	47.23
PV1_004192	145.81	107.44	106.54	227.35	157.31	219.54	96.37	85.43	127.11	83.97
PV1_004193	36.45	0.00	101.69	41.34	31.46	96.29	53.54	17.09	42.37	31.49
PV1_004194	12.15	0.00	9.69	0.00	6.29	11.55	0.00	11.39	0.00	0.00
PV1_004195	36.45	21.49	43.58	0.00	6.29	23.11	0.00	17.09	8.47	5.25
PV1_004196	12.15	0.00	14.53	20.67	0.00	23.11	0.00	5.70	0.00	10.50
PV1_004197	48.60	0.00	33.90	103.34	50.34	50.07	42.83	108.21	67.79	78.72
PV1_004198	0.00	0.00	4.84	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_004199	133.66	128.93	72.64	206.68	132.14	96.29	74.96	113.90	161.00	204.67
PV1_004200	0.00	21.49	116.22	41.34	37.75	157.91	21.42	5.70	16.95	31.49
PV1_004201	194.42	171.91	130.75	186.01	125.84	123.25	149.91	250.58	203.37	162.69
PV1_004202	0.00	0.00	9.69	0.00	18.88	11.55	0.00	5.70	16.95	0.00
PV1_004203	12.15	21.49	217.92	0.00	6.29	61.62	85.67	17.09	67.79	5.25
PV1_004204	24.30	85.95	82.32	20.67	88.09	123.25	42.83	51.26	59.32	31.49
PV1_004205	12.15	21.49	319.61	20.67	25.17	103.99	139.21	39.87	16.95	0.00
PV1_004206	60.76	21.49	648.91	41.34	56.63	130.95	364.08	17.09	33.90	41.98
PV1_004207	170.12	150.42	121.07	124.01	182.47	96.29	128.50	233.50	194.90	257.15
PV1_004208	109.36	85.95	96.85	186.01	50.34	65.48	117.79	108.21	127.11	89.21
PV1_004209	1980.63	7886.37	92.01	847.39	5537.17	5161.05	42.83	22.78	398.27	57.73
PV1_004210	24.30	0.00	552.06	20.67	18.88	96.29	182.04	11.39	8.47	5.25
PV1_004211	72.91	128.93	217.92	103.34	138.43	26.96	53.54	62.65	50.84	209.92
PV1_004212	12.15	0.00	38.74	0.00	12.58	38.52	42.83	0.00	16.95	0.00
PV1_004213	85.06	193.40	53.27	144.68	62.92	69.33	139.21	210.72	169.48	167.93
PV1_004214	60.76	64.47	24.21	41.34	44.05	38.52	96.37	91.12	25.42	20.99
PV1_004215	97.21	21.49	58.11	165.34	106.97	61.62	74.96	176.55	76.27	204.67
PV1_004216	12.15	21.49	29.06	0.00	6.29	15.41	10.71	0.00	16.95	26.24
PV1_004217	0.00	85.95	38.74	0.00	18.88	26.96	74.96	51.26	93.21	15.74
PV1_004218	36.45	42.98	87.17	206.68	151.01	77.03	96.37	79.73	84.74	78.72
PV1_004219	36.45	21.49	48.43	0.00	18.88	42.37	32.12	5.70	8.47	31.49
PV1_004220	109.36	193.40	72.64	165.34	100.68	61.62	117.79	130.99	127.11	183.68
PV1_004221	12.15	0.00	24.21	20.67	6.29	53.92	10.71	0.00	8.47	5.25
PV1_004222	12.15	21.49	14.53	0.00	18.88	42.37	21.42	22.78	59.32	0.00
PV1_004223	0.00	21.49	43.58	0.00	25.17	23.11	21.42	11.39	0.00	26.24
PV1_004224	449.59	429.77	377.72	682.04	591.47	331.23	278.41	444.21	474.54	535.29
PV1_004225	72.91	21.49	53.27	103.34	12.58	50.07	32.12	56.95	59.32	47.23
PV1_004226	12.15	0.00	33.90	0.00	12.58	15.41	10.71	0.00	8.47	0.00
PV1_004227	0.00	0.00	24.21	0.00	0.00	46.22	0.00	0.00	16.95	10.50
PV1_004228	0.00	0.00	4.84	0.00	6.29	26.96	21.42	0.00	0.00	0.00
PV1_004229	0.00	21.49	150.12	20.67	75.51	88.59	53.54	0.00	16.95	0.00
PV1_004230	0.00	0.00	0.00	0.00	0.00	3.85	10.71	0.00	0.00	0.00
PV1_004231	0.00	0.00	19.37	0.00	0.00	88.59	0.00	0.00	0.00	10.50
PV1_004232	85.06	0.00	29.06	41.34	44.05	34.66	21.42	74.04	59.32	52.48
PV1_004233	48.60	0.00	174.33	20.67	56.63	77.03	85.67	34.17	33.90	26.24
PV1_004234	12.15	21.49	145.28	0.00	25.17	46.22	32.12	0.00	0.00	0.00
PV1_004235	0.00	0.00	9.69	0.00	6.29	15.41	32.12	0.00	16.95	41.98
PV1_004236	48.60	21.49	53.27	124.01	100.68	26.96	74.96	56.95	59.32	99.71
PV1_004237	72.91	85.95	24.21	103.34	37.75	26.96	42.83	68.34	101.69	99.71
PV1_004238	72.91	0.00	53.27	62.00	69.21	80.88	74.96	91.12	84.74	41.98
PV1_004239	0.00	0.00	14.53	0.00	18.88	26.96	0.00	17.09	8.47	0.00
PV1_004240	85.06	0.00	19.37	20.67	44.05	34.66	53.54	51.26	76.27	62.97
PV1_004241	60.76	21.49	48.43	0.00	18.88	38.52	64.25	28.48	8.47	41.98
PV1_004242	0.00	0.00	106.54	20.67	37.75	50.07	21.42	5.70	59.32	0.00
PV1_004243	206.57	128.93	217.92	62.00	75.51	96.29	331.95	159.46	93.21	152.19
PV1_004244	0.00	0.00	38.74	0.00	6.29	42.37	53.54	0.00	16.95	5.25
PV1_004245	36.45	85.95	92.01	20.67	18.88	73.18	53.54	22.78	25.42	0.00
PV1_004246	24.30	0.00	19.37	20.67	18.88	38.52	10.71	5.70	16.95	62.97
PV1_004247	85.06	42.98	72.64	20.67	56.63	34.66	74.96	51.26	101.69	83.97
PV1_004248	0.00	21.49	19.37	0.00	18.88	3.85	0.00	0.00	25.42	20.99
PV1_004249	0.00	42.98	33.90	41.34	12.58	26.96	32.12	17.09	25.42	15.74
PV1_004250	12.15	64.47	19.37	41.34	25.17	26.96	42.83	17.09	8.47	15.74
PV1_004251	24.30	128.93	53.27	165.34	81.80	69.33	85.67	22.78	76.27	31.49
PV1_004252	340.23	300.84	106.54	330.69	182.47	161.76	214.16	284.75	305.06	383.10
PV1_004253	12.15	0.00	14.53	0.00	0.00	15.41	10.71	5.70	16.95	20.99
PV1_004254	36.45	21.49	14.53	0.00	25.17	19.26	10.71	22.78	33.90	15.74
PV1_004255	109.36	42.98	58.11	62.00	56.63	53.92	74.96	102.51	76.27	94.46
PV1_004256	12.15	0.00	24.21	20.67	25.17	34.66	21.42	0.00	16.95	0.00
PV1_004257	48.60	64.47	53.27	0.00	113.26	88.59	42.83	45.56	50.84	89.21
PV1_004258	24.30	21.49	145.28	62.00	6.29	38.52	96.37	22.78	33.90	0.00
PV1_004259	85.06	42.98	43.58	103.34	56.63	57.77	32.12	125.29	59.32	94.46
PV1_004260	12.15	42.98	58.11	62.00	12.58	26.96	21.42	62.65	42.37	26.24
PV1_004261	36.45	0.00	43.58	41.34	18.88	26.96	53.54	17.09	16.95	26.24
PV1_004262	12.15	0.00	4.84	0.00	6.29	53.92	0.00	0.00	33.90	0.00
PV1_004263	0.00	21.49	24.21	41.34	25.17	77.03	0.00	0.00	8.47	0.00
PV1_004264	36.45	21.49	67.80	62.00	81.80	92.44	64.25	119.60	93.21	52.48
PV1_004265	60.76	0.00	82.32	20.67	106.97	103.99	74.96	51.26	50.84	141.69
PV1_004266	36.45	42.98	116.22	0.00	6.29	65.48	0.00	11.39	8.47	0.00
PV1_004267	97.21	85.95	67.80	103.34	94.38	138.66	107.08	119.60	118.64	257.15
PV1_004268	12.15	21.49	416.46	20.67	18.88	88.59	235.58	5.70	42.37	15.74
PV1_004269	0.00	0.00	53.27	0.00	18.88	7.70	10.71	5.70	8.47	0.00
PV1_004270	352.38	408.29	96.85	268.68	220.23	150.21	139.21	324.62	279.64	477.56
PV1_004271	145.81	107.44	67.80	82.67	119.55	57.77	53.54	74.04	152.53	110.21
PV1_004272	36.45	107.44	101.69	41.34	56.63	169.47	107.08	22.78	50.84	36.74
PV1_004273	0.00	21.49	0.00	0.00	18.88	3.85	0.00	11.39	0.00	31.49
PV1_004274	0.00	0.00	24.21	41.34	0.00	34.66	0.00	11.39	25.42	10.50
PV1_004275	121.51	0.00	38.74	20.67	25.17	34.66	107.08	34.17	50.84	52.48
PV1_004276	0.00	0.00	33.90	0.00	31.46	34.66	21.42	0.00	0.00	0.00
PV1_004277	36.45	0.00	72.64	0.00	12.58	34.66	42.83	5.70	25.42	15.74
PV1_004278	0.00	21.49	14.53	62.00	37.75	42.37	32.12	17.09	25.42	20.99
PV1_004279	121.51	21.49	58.11	144.68	88.09	77.03	85.67	85.43	67.79	152.19
PV1_004280	97.21	85.95	619.85	82.67	94.38	157.91	299.83	119.60	161.00	104.96
PV1_004281	109.36	85.95	53.27	124.01	44.05	61.62	96.37	113.90	118.64	173.18
PV1_004282	0.00	0.00	0.00	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_004283	24.30	0.00	159.81	82.67	12.58	127.10	192.75	85.43	16.95	31.49
PV1_004284	24.30	0.00	14.53	20.67	0.00	26.96	10.71	0.00	8.47	5.25
PV1_004285	85.06	42.98	0.00	82.67	0.00	23.11	10.71	22.78	42.37	15.74
PV1_004286	0.00	0.00	9.69	0.00	0.00	0.00	53.54	0.00	33.90	0.00
PV1_004287	364.53	193.40	184.02	227.35	364.95	169.47	171.33	205.02	194.90	262.40
PV1_004288	12.15	21.49	4.84	0.00	0.00	19.26	0.00	0.00	67.79	0.00
PV1_004289	0.00	42.98	19.37	20.67	0.00	7.70	21.42	5.70	0.00	26.24
PV1_004290	12.15	64.47	33.90	0.00	50.34	26.96	21.42	17.09	25.42	0.00
PV1_004291	60.76	257.86	43.58	165.34	125.84	61.62	107.08	170.85	84.74	288.64
PV1_004292	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	8.47	0.00
PV1_004293	24.30	21.49	14.53	41.34	25.17	26.96	0.00	56.95	59.32	68.22
PV1_004294	36.45	85.95	72.64	82.67	75.51	80.88	96.37	159.46	110.16	52.48
PV1_004295	36.45	0.00	24.21	20.67	50.34	30.81	0.00	34.17	33.90	0.00
PV1_004296	121.51	107.44	101.69	41.34	182.47	38.52	107.08	79.73	110.16	162.69
PV1_004297	0.00	0.00	19.37	0.00	0.00	23.11	21.42	0.00	16.95	0.00
PV1_004298	0.00	21.49	4.84	0.00	0.00	19.26	0.00	11.39	0.00	0.00
PV1_004299	24.30	0.00	24.21	0.00	6.29	42.37	0.00	34.17	8.47	0.00
PV1_004300	0.00	0.00	92.01	0.00	6.29	53.92	32.12	0.00	0.00	0.00
PV1_004301	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PV1_004302	0.00	0.00	4.84	0.00	0.00	7.70	0.00	17.09	0.00	0.00
PV1_004303	133.66	21.49	92.01	0.00	75.51	53.92	182.04	125.29	144.06	62.97
PV1_004304	24.30	21.49	19.37	20.67	0.00	34.66	10.71	22.78	25.42	5.25
PV1_004305	12.15	214.89	9.69	20.67	113.26	19.26	32.12	11.39	8.47	0.00
PV1_004306	0.00	21.49	0.00	0.00	0.00	3.85	0.00	0.00	8.47	0.00
PV1_004307	72.91	128.93	53.27	124.01	50.34	50.07	96.37	62.65	76.27	94.46
PV1_004308	0.00	0.00	0.00	0.00	6.29	38.52	0.00	0.00	16.95	0.00
PV1_004309	0.00	0.00	33.90	0.00	31.46	15.41	32.12	17.09	8.47	0.00
PV1_004310	97.21	85.95	77.48	186.01	94.38	61.62	32.12	222.11	59.32	173.18
PV1_004311	0.00	21.49	4.84	20.67	18.88	34.66	21.42	5.70	16.95	15.74
PV1_004312	0.00	21.49	72.64	103.34	62.92	103.99	32.12	22.78	16.95	36.74
PV1_004313	206.57	236.38	198.55	124.01	119.55	142.51	278.41	119.60	84.74	99.71
PV1_004314	170.12	171.91	96.85	124.01	151.01	100.14	149.91	187.94	211.85	236.16
PV1_004315	109.36	42.98	29.06	20.67	25.17	84.73	107.08	45.56	25.42	41.98
PV1_004316	48.60	21.49	251.82	20.67	25.17	107.84	203.45	51.26	67.79	41.98
PV1_004317	12.15	0.00	14.53	20.67	0.00	19.26	10.71	0.00	8.47	0.00
PV1_004318	12.15	0.00	14.53	0.00	18.88	26.96	32.12	17.09	8.47	10.50
PV1_004319	48.60	42.98	38.74	20.67	18.88	23.11	0.00	62.65	16.95	52.48
PV1_004320	12.15	21.49	43.58	20.67	25.17	50.07	53.54	96.82	50.84	31.49
PV1_004321	206.57	257.86	101.69	268.68	113.26	127.10	214.16	136.68	279.64	78.72
PV1_004322	97.21	21.49	33.90	41.34	151.01	46.22	64.25	125.29	93.21	178.43
PV1_004323	85.06	0.00	43.58	82.67	12.58	69.33	74.96	79.73	33.90	5.25
PV1_004324	0.00	0.00	4.84	0.00	12.58	19.26	0.00	0.00	0.00	26.24
PV1_004325	218.72	322.33	125.91	124.01	169.89	80.88	160.62	119.60	177.95	178.43
PV1_004326	0.00	0.00	38.74	0.00	6.29	26.96	0.00	5.70	0.00	0.00
PV1_004327	24.30	64.47	67.80	20.67	69.21	61.62	0.00	56.95	76.27	47.23
PV1_004328	48.60	0.00	19.37	41.34	18.88	19.26	0.00	28.48	50.84	5.25
PV1_004329	133.66	21.49	145.28	82.67	144.72	42.37	171.33	68.34	59.32	41.98
PV1_004330	0.00	0.00	363.20	0.00	6.29	77.03	160.62	34.17	50.84	5.25
PV1_004331	255.17	85.95	77.48	165.34	182.47	107.84	53.54	136.68	169.48	173.18
PV1_004332	12.15	0.00	38.74	20.67	25.17	77.03	21.42	17.09	16.95	0.00
PV1_004333	0.00	0.00	24.21	0.00	6.29	42.37	32.12	0.00	0.00	0.00
PV1_004334	0.00	0.00	9.69	0.00	12.58	19.26	10.71	5.70	8.47	20.99
PV1_004335	97.21	42.98	111.38	124.01	94.38	53.92	64.25	113.90	127.11	162.69
PV1_004336	12.15	0.00	9.69	0.00	18.88	0.00	10.71	5.70	25.42	0.00
PV1_004337	24.30	21.49	62.95	41.34	12.58	88.59	85.67	74.04	25.42	20.99
PV1_004338	12.15	0.00	4.84	0.00	0.00	7.70	0.00	5.70	0.00	0.00
PV1_004339	12.15	21.49	82.32	20.67	6.29	50.07	107.08	22.78	0.00	20.99
PV1_004340	182.27	85.95	116.22	20.67	106.97	130.95	235.58	91.12	152.53	194.17
PV1_004341	48.60	0.00	53.27	41.34	18.88	69.33	74.96	5.70	50.84	47.23
PV1_004342	12.15	0.00	19.37	0.00	6.29	15.41	0.00	0.00	16.95	0.00
PV1_004343	97.21	171.91	87.17	165.34	50.34	111.69	74.96	130.99	118.64	31.49
PV1_004344	0.00	0.00	38.74	0.00	0.00	34.66	32.12	0.00	8.47	0.00
PV1_004345	48.60	42.98	237.29	20.67	56.63	46.22	171.33	17.09	33.90	47.23
PV1_004346	303.78	150.42	217.92	248.02	188.77	281.16	546.11	187.94	203.37	167.93
PV1_004347	0.00	0.00	24.21	0.00	25.17	19.26	32.12	0.00	16.95	0.00
PV1_004348	0.00	0.00	24.21	0.00	31.46	57.77	10.71	0.00	16.95	0.00
PV1_004349	48.60	21.49	14.53	103.34	31.46	34.66	32.12	45.56	84.74	73.47
PV1_004350	0.00	0.00	24.21	0.00	6.29	0.00	21.42	56.95	33.90	62.97
PV1_004351	36.45	42.98	24.21	41.34	56.63	15.41	53.54	45.56	110.16	41.98
PV1_004352	12.15	42.98	19.37	62.00	18.88	65.48	21.42	22.78	16.95	15.74
PV1_004353	12.15	0.00	77.48	20.67	12.58	30.81	32.12	0.00	33.90	0.00
PV1_004354	194.42	150.42	145.28	144.68	144.72	73.18	321.24	176.55	262.69	104.96
PV1_004355	12.15	21.49	135.59	41.34	44.05	88.59	235.58	0.00	33.90	0.00
PV1_004356	36.45	42.98	87.17	62.00	69.21	92.44	21.42	56.95	33.90	31.49
PV1_004357	85.06	64.47	72.64	82.67	31.46	69.33	171.33	108.21	127.11	136.45
PV1_004358	0.00	0.00	4.84	20.67	0.00	3.85	10.71	5.70	33.90	0.00
PV1_004359	48.60	64.47	24.21	103.34	31.46	38.52	10.71	39.87	50.84	15.74
PV1_004360	36.45	64.47	67.80	0.00	31.46	84.73	10.71	45.56	67.79	68.22
PV1_004361	48.60	64.47	14.53	62.00	12.58	23.11	0.00	17.09	50.84	20.99
PV1_004362	0.00	0.00	72.64	0.00	6.29	23.11	10.71	0.00	0.00	10.50
PV1_004363	230.87	150.42	77.48	62.00	56.63	50.07	117.79	119.60	127.11	115.45
PV1_004364	36.45	21.49	14.53	62.00	18.88	19.26	10.71	5.70	16.95	5.25
PV1_004365	72.91	128.93	62.95	103.34	62.92	107.84	42.83	244.89	76.27	94.46
PV1_004366	48.60	42.98	53.27	0.00	18.88	50.07	74.96	45.56	8.47	0.00
PV1_004367	60.76	21.49	19.37	62.00	37.75	53.92	96.37	22.78	42.37	41.98
PV1_004368	48.60	64.47	14.53	20.67	18.88	19.26	32.12	45.56	50.84	52.48
PV1_004369	157.96	193.40	111.38	206.68	119.55	92.44	182.04	205.02	152.53	68.22
PV1_004370	12.15	0.00	24.21	20.67	6.29	42.37	21.42	5.70	0.00	20.99
PV1_004371	206.57	171.91	121.07	62.00	94.38	130.95	257.00	244.89	161.00	110.21
PV1_004372	24.30	42.98	145.28	0.00	12.58	134.80	42.83	5.70	33.90	0.00
PV1_004373	36.45	21.49	14.53	82.67	50.34	46.22	21.42	62.65	33.90	136.45
PV1_004374	0.00	0.00	43.58	0.00	0.00	23.11	21.42	0.00	0.00	0.00
PV1_004375	12.15	0.00	4.84	20.67	6.29	11.55	0.00	0.00	16.95	0.00
PV1_004376	48.60	21.49	92.01	0.00	6.29	26.96	117.79	34.17	33.90	5.25
PV1_004377	109.36	42.98	14.53	41.34	37.75	11.55	10.71	34.17	84.74	89.21
PV1_004378	0.00	0.00	9.69	20.67	0.00	7.70	10.71	0.00	0.00	10.50
PV1_004379	0.00	0.00	19.37	0.00	12.58	7.70	85.67	17.09	25.42	15.74
PV1_004380	267.32	193.40	82.32	227.35	157.31	77.03	96.37	130.99	144.06	104.96
PV1_004381	85.06	64.47	24.21	144.68	113.26	42.37	42.83	74.04	67.79	52.48
PV1_004382	121.51	107.44	135.59	227.35	132.14	188.73	74.96	142.38	186.43	89.21
PV1_004383	36.45	42.98	29.06	41.34	6.29	15.41	0.00	17.09	42.37	120.70
PV1_004384	12.15	42.98	33.90	20.67	12.58	46.22	21.42	5.70	33.90	52.48
PV1_004385	255.17	171.91	121.07	268.68	226.52	231.09	74.96	495.47	194.90	430.33
PV1_004386	48.60	21.49	324.46	41.34	37.75	61.62	267.70	5.70	203.37	5.25
PV1_004387	72.91	85.95	67.80	0.00	62.92	73.18	74.96	85.43	93.21	57.73
PV1_004388	60.76	0.00	14.53	82.67	44.05	7.70	10.71	45.56	25.42	41.98
PV1_004389	0.00	0.00	9.69	0.00	18.88	46.22	10.71	5.70	0.00	20.99
PV1_004390	24.30	64.47	14.53	62.00	81.80	34.66	0.00	28.48	76.27	41.98
PV1_004391	0.00	0.00	145.28	41.34	0.00	30.81	74.96	0.00	42.37	26.24
PV1_004392	12.15	0.00	164.65	0.00	12.58	80.88	85.67	17.09	59.32	5.25
PV1_004393	12.15	0.00	14.53	103.34	50.34	19.26	0.00	17.09	8.47	15.74
PV1_004394	0.00	0.00	4.84	0.00	6.29	11.55	0.00	0.00	0.00	5.25
PV1_004395	97.21	150.42	62.95	103.34	138.43	88.59	96.37	85.43	93.21	136.45
PV1_004396	12.15	0.00	58.11	0.00	6.29	61.62	32.12	0.00	8.47	10.50
PV1_004397	85.06	21.49	19.37	165.34	44.05	46.22	0.00	85.43	42.37	78.72
PV1_004398	12.15	0.00	14.53	41.34	25.17	7.70	74.96	28.48	25.42	20.99
PV1_004399	12.15	21.49	62.95	20.67	0.00	11.55	21.42	0.00	0.00	0.00
PV1_004400	24.30	0.00	0.00	0.00	6.29	26.96	10.71	22.78	8.47	0.00
PV1_004401	12.15	0.00	24.21	0.00	25.17	26.96	0.00	17.09	33.90	20.99
PV1_004402	145.81	214.89	87.17	165.34	125.84	181.02	74.96	256.28	169.48	152.19
PV1_004403	12.15	21.49	9.69	0.00	6.29	7.70	0.00	0.00	8.47	0.00
PV1_004404	0.00	21.49	14.53	0.00	18.88	50.07	10.71	5.70	25.42	0.00
PV1_004405	182.27	64.47	62.95	103.34	50.34	73.18	53.54	165.16	110.16	283.39
PV1_004406	48.60	21.49	4.84	41.34	31.46	50.07	21.42	74.04	25.42	36.74
PV1_004407	12.15	42.98	9.69	41.34	6.29	3.85	0.00	0.00	50.84	10.50
PV1_004408	0.00	0.00	581.11	20.67	18.88	19.26	267.70	17.09	8.47	20.99
PV1_004409	60.76	21.49	9.69	41.34	12.58	34.66	10.71	51.26	59.32	36.74
PV1_004410	0.00	0.00	19.37	20.67	6.29	30.81	32.12	5.70	0.00	20.99
PV1_004411	48.60	107.44	33.90	124.01	119.55	26.96	21.42	22.78	67.79	83.97
PV1_004412	60.76	21.49	29.06	82.67	31.46	38.52	21.42	28.48	16.95	89.21
PV1_004413	24.30	0.00	62.95	20.67	18.88	50.07	85.67	45.56	42.37	10.50
PV1_004414	97.21	85.95	150.12	20.67	62.92	123.25	171.33	91.12	59.32	89.21
PV1_004415	0.00	0.00	19.37	20.67	31.46	53.92	21.42	5.70	25.42	0.00
PV1_004416	0.00	0.00	0.00	0.00	0.00	0.00	42.83	0.00	0.00	0.00
PV1_004417	24.30	0.00	87.17	0.00	12.58	38.52	21.42	0.00	25.42	10.50
PV1_004418	48.60	0.00	116.22	103.34	56.63	154.06	192.75	39.87	59.32	31.49
PV1_004419	0.00	0.00	29.06	0.00	6.29	19.26	10.71	11.39	42.37	0.00
PV1_004420	157.96	21.49	53.27	144.68	113.26	65.48	85.67	130.99	144.06	125.95
PV1_004421	48.60	0.00	0.00	0.00	25.17	23.11	21.42	45.56	25.42	20.99
PV1_004422	12.15	128.93	19.37	41.34	62.92	38.52	21.42	17.09	16.95	52.48
PV1_004423	0.00	21.49	9.69	0.00	12.58	11.55	10.71	0.00	8.47	0.00
PV1_004424	0.00	0.00	14.53	20.67	0.00	11.55	21.42	0.00	0.00	0.00
PV1_004425	12.15	0.00	24.21	0.00	18.88	30.81	32.12	0.00	0.00	0.00
PV1_004426	12.15	42.98	43.58	82.67	12.58	207.98	21.42	5.70	33.90	0.00
PV1_004427	157.96	85.95	130.75	310.02	132.14	123.25	203.45	199.33	177.95	188.92
